"base_year_month","day_of_week","age_range","sex","use_count"
"201907","수요일","20대","남성","57509"
"201907","수요일","20대","여성","51283"
"201907","수요일","30대","남성","65686"
"201907","수요일","30대","여성","48255"
"201907","수요일","40대","남성","80522"
"201907","수요일","40대","여성","56499"
"201907","수요일","50대","남성","63440"
"201907","수요일","50대","여성","41540"
"201907","수요일","60대","남성","27181"
"201907","수요일","60대","여성","16673"
"201907","수요일","70대 이상","남성","8589"
"201907","수요일","70대 이상","여성","4829"
"201907","수요일","알수없음","알수없음","88289"
"201907","월요일","19세 이하","남성","3064"
"201907","월요일","19세 이하","여성","2432"
"201907","월요일","20대","남성","65165"
"201907","월요일","20대","여성","59780"
"201907","월요일","30대","남성","86507"
"201907","월요일","30대","여성","65625"
"201907","월요일","40대","남성","104975"
"201907","월요일","40대","여성","74230"
"201907","월요일","50대","남성","80319"
"201907","월요일","50대","여성","53262"
"201907","월요일","60대","남성","34333"
"201907","월요일","60대","여성","21677"
"201907","월요일","70대 이상","남성","11934"
"201907","월요일","70대 이상","여성","6462"
"201907","월요일","알수없음","알수없음","109577"
"201907","일요일","19세 이하","남성","3225"
"201907","일요일","19세 이하","여성","2437"
"201907","일요일","20대","남성","66701"
"201907","일요일","20대","여성","61151"
"201907","일요일","30대","남성","96085"
"201907","일요일","30대","여성","72728"
"201907","일요일","40대","남성","116190"
"201907","일요일","40대","여성","80810"
"201907","일요일","50대","남성","88655"
"201907","일요일","50대","여성","54775"
"201907","일요일","60대","남성","34847"
"201907","일요일","60대","여성","20924"
"201907","일요일","70대 이상","남성","10601"
"201907","일요일","70대 이상","여성","6029"
"201907","일요일","알수없음","알수없음","78068"
"201907","토요일","19세 이하","남성","2523"
"201907","토요일","19세 이하","여성","2020"
"201907","토요일","20대","남성","54556"
"201907","토요일","20대","여성","48707"
"201907","토요일","30대","남성","79539"
"201907","토요일","30대","여성","59615"
"201907","토요일","40대","남성","96537"
"201907","토요일","40대","여성","67082"
"201907","토요일","50대","남성","72873"
"201907","토요일","50대","여성","45023"
"201907","토요일","60대","남성","28643"
"201907","토요일","60대","여성","16711"
"201907","토요일","70대 이상","남성","8433"
"201907","토요일","70대 이상","여성","4764"
"201907","토요일","알수없음","알수없음","72459"
"201907","화요일","19세 이하","남성","3075"
"201907","화요일","19세 이하","여성","2583"
"201907","화요일","20대","남성","66546"
"201907","화요일","20대","여성","61513"
"201907","화요일","30대","남성","82145"
"201907","화요일","30대","여성","62933"
"201907","화요일","40대","남성","102380"
"201907","화요일","40대","여성","72828"
"201907","화요일","50대","남성","79941"
"201907","화요일","50대","여성","52503"
"201907","화요일","60대","남성","34202"
"201907","화요일","60대","여성","21562"
"201907","화요일","70대 이상","남성","11533"
"201907","화요일","70대 이상","여성","6327"
"201907","화요일","알수없음","알수없음","110900"
"201908","공휴일","19세 이하","남성","594"
"201908","공휴일","19세 이하","여성","500"
"201908","공휴일","20대","남성","13895"
"201908","공휴일","20대","여성","12313"
"201908","공휴일","30대","남성","19851"
"201908","공휴일","30대","여성","15710"
"201908","공휴일","40대","남성","25692"
"201908","공휴일","40대","여성","17874"
"201908","공휴일","50대","남성","18943"
"201908","공휴일","50대","여성","11883"
"201908","공휴일","60대","남성","7638"
"201908","공휴일","60대","여성","4479"
"201908","공휴일","70대 이상","남성","2205"
"201908","공휴일","70대 이상","여성","1242"
"201908","공휴일","알수없음","알수없음","19086"
"201908","금요일","19세 이하","남성","2938"
"201908","금요일","19세 이하","여성","2624"
"201908","금요일","20대","남성","67923"
"201908","금요일","20대","여성","61918"
"201908","금요일","30대","남성","95613"
"201908","금요일","30대","여성","75116"
"201908","금요일","40대","남성","119045"
"201908","금요일","40대","여성","82544"
"201908","금요일","50대","남성","90314"
"201908","금요일","50대","여성","57685"
"201908","금요일","60대","남성","38971"
"201908","금요일","60대","여성","23167"
"201908","금요일","70대 이상","남성","13128"
"201908","금요일","70대 이상","여성","6857"
"201908","금요일","알수없음","알수없음","119994"
"201908","목요일","19세 이하","남성","2640"
"201908","목요일","19세 이하","여성","2195"
"201908","목요일","20대","남성","57285"
"201908","목요일","20대","여성","52295"
"201908","목요일","30대","남성","75977"
"201908","목요일","30대","여성","57113"
"201908","목요일","40대","남성","93806"
"201908","목요일","40대","여성","64260"
"201908","목요일","50대","남성","69735"
"201908","목요일","50대","여성","45774"
"201908","목요일","60대","남성","29438"
"201908","목요일","60대","여성","18453"
"201908","목요일","70대 이상","남성","9537"
"201908","목요일","70대 이상","여성","5312"
"201908","목요일","알수없음","알수없음","92813"
"201908","수요일","19세 이하","남성","3225"
"201908","수요일","19세 이하","여성","2672"
"201908","수요일","20대","남성","72973"
"201908","수요일","20대","여성","66860"
"201908","수요일","30대","남성","94481"
"201908","수요일","30대","여성","73217"
"201908","수요일","40대","남성","118828"
"201908","수요일","40대","여성","82845"
"201908","수요일","50대","남성","88651"
"201908","수요일","50대","여성","58162"
"201908","수요일","60대","남성","37071"
"201908","수요일","60대","여성","23074"
"201908","수요일","70대 이상","남성","11963"
"201908","수요일","70대 이상","여성","6906"
"201908","수요일","알수없음","알수없음","115317"
"201908","월요일","19세 이하","남성","2443"
"201908","월요일","19세 이하","여성","1908"
"201908","월요일","20대","남성","58000"
"201908","월요일","20대","여성","53050"
"201908","월요일","30대","남성","76427"
"201908","월요일","30대","여성","59296"
"201908","월요일","40대","남성","92556"
"201908","월요일","40대","여성","66109"
"201908","월요일","50대","남성","70752"
"201908","월요일","50대","여성","46855"
"201908","월요일","60대","남성","29772"
"201908","월요일","60대","여성","18956"
"201908","월요일","70대 이상","남성","10204"
"201908","월요일","70대 이상","여성","5478"
"201908","월요일","알수없음","알수없음","91380"
"201908","일요일","19세 이하","남성","2225"
"201908","일요일","19세 이하","여성","1946"
"201908","일요일","20대","남성","55330"
"201908","일요일","20대","여성","49689"
"201908","일요일","30대","남성","78178"
"201908","일요일","30대","여성","60001"
"201908","일요일","40대","남성","95896"
"201908","일요일","40대","여성","65182"
"201908","일요일","50대","남성","73001"
"201908","일요일","50대","여성","44538"
"201908","일요일","60대","남성","28429"
"201908","일요일","60대","여성","16822"
"201908","일요일","70대 이상","남성","8445"
"201908","일요일","70대 이상","여성","4579"
"201908","일요일","알수없음","알수없음","63951"
"201908","토요일","19세 이하","남성","2476"
"201908","토요일","19세 이하","여성","2184"
"201908","토요일","20대","남성","58947"
"201908","토요일","20대","여성","52997"
"201908","토요일","30대","남성","84234"
"201908","토요일","30대","여성","64828"
"201908","토요일","40대","남성","105802"
"201908","토요일","40대","여성","73031"
"201908","토요일","50대","남성","79804"
"201908","토요일","50대","여성","49212"
"201908","토요일","60대","남성","31712"
"201908","토요일","60대","여성","18960"
"201908","토요일","70대 이상","남성","10008"
"201908","토요일","70대 이상","여성","5414"
"201908","토요일","알수없음","알수없음","79131"
"201908","화요일","19세 이하","남성","2738"
"201908","화요일","19세 이하","여성","2277"
"201908","화요일","20대","남성","63150"
"201908","화요일","20대","여성","56187"
"201908","화요일","30대","남성","78067"
"201908","화요일","30대","여성","58630"
"201908","화요일","40대","남성","96691"
"201908","화요일","40대","여성","67469"
"201908","화요일","50대","남성","72028"
"201908","화요일","50대","여성","47356"
"201908","화요일","60대","남성","30165"
"201908","화요일","60대","여성","18261"
"201908","화요일","70대 이상","남성","9400"
"201908","화요일","70대 이상","여성","5183"
"201908","화요일","알수없음","알수없음","93412"
"201909","공휴일","19세 이하","남성","1527"
"201909","공휴일","19세 이하","여성","1252"
"201909","공휴일","20대","남성","35204"
"201909","공휴일","20대","여성","28492"
"201909","공휴일","30대","남성","53334"
"201909","공휴일","30대","여성","38217"
"201909","공휴일","40대","남성","65301"
"201909","공휴일","40대","여성","42957"
"201909","공휴일","50대","남성","49483"
"201909","공휴일","50대","여성","31983"
"201909","공휴일","60대","남성","20256"
"201909","공휴일","60대","여성","12902"
"201909","공휴일","70대 이상","남성","5502"
"201909","공휴일","70대 이상","여성","3356"
"201909","공휴일","알수없음","알수없음","38878"
"201909","금요일","19세 이하","남성","2086"
"201909","금요일","19세 이하","여성","1944"
"201909","금요일","20대","남성","36458"
"201909","금요일","20대","여성","33277"
"201909","금요일","30대","남성","51980"
"201909","금요일","30대","여성","39562"
"201909","금요일","40대","남성","60069"
"201909","금요일","40대","여성","40832"
"201909","금요일","50대","남성","47033"
"201909","금요일","50대","여성","30240"
"201909","금요일","60대","남성","20267"
"201909","금요일","60대","여성","12538"
"201909","금요일","70대 이상","남성","6303"
"201909","금요일","70대 이상","여성","3501"
"201909","금요일","알수없음","알수없음","65310"
"201909","목요일","19세 이하","남성","2842"
"201909","목요일","19세 이하","여성","2511"
"201909","목요일","20대","남성","39064"
"201909","목요일","20대","여성","36767"
"201909","목요일","30대","남성","53016"
"201909","목요일","30대","여성","40579"
"201909","목요일","40대","남성","60178"
"201909","목요일","40대","여성","41785"
"201909","목요일","50대","남성","47666"
"201909","목요일","50대","여성","31763"
"201909","목요일","60대","남성","21406"
"201909","목요일","60대","여성","13727"
"201909","목요일","70대 이상","남성","7106"
"201909","목요일","70대 이상","여성","3975"
"201909","목요일","알수없음","알수없음","69137"
"201909","수요일","19세 이하","남성","3640"
"201909","수요일","19세 이하","여성","3203"
"201909","수요일","20대","남성","51171"
"201909","수요일","20대","여성","45613"
"201909","수요일","30대","남성","68987"
"201909","수요일","30대","여성","52054"
"201909","수요일","40대","남성","82197"
"201909","수요일","40대","여성","56038"
"201909","수요일","50대","남성","65383"
"201909","수요일","50대","여성","44470"
"201909","수요일","60대","남성","29934"
"201909","수요일","60대","여성","20024"
"201909","수요일","70대 이상","남성","10069"
"201909","수요일","70대 이상","여성","5916"
"201909","수요일","알수없음","알수없음","88821"
"201909","월요일","19세 이하","남성","2797"
"201909","월요일","19세 이하","여성","2484"
"201909","월요일","20대","남성","48883"
"201909","월요일","20대","여성","44620"
"201909","월요일","30대","남성","67410"
"201909","월요일","30대","여성","50741"
"201909","월요일","40대","남성","76412"
"201909","월요일","40대","여성","52746"
"201909","월요일","50대","남성","59715"
"201909","월요일","50대","여성","40179"
"201909","월요일","60대","남성","27601"
"201909","월요일","60대","여성","17518"
"201909","월요일","70대 이상","남성","9621"
"201909","월요일","70대 이상","여성","5134"
"201909","월요일","알수없음","알수없음","84768"
"201909","일요일","19세 이하","남성","2494"
"201909","일요일","19세 이하","여성","2207"
"201909","일요일","20대","남성","54060"
"201909","일요일","20대","여성","48623"
"201909","일요일","30대","남성","81236"
"201909","일요일","30대","여성","58638"
"201909","일요일","40대","남성","91543"
"201909","일요일","40대","여성","61929"
"201909","일요일","50대","남성","72331"
"201909","일요일","50대","여성","44742"
"201909","일요일","60대","남성","29180"
"201909","일요일","60대","여성","17295"
"201909","일요일","70대 이상","남성","8762"
"201909","일요일","70대 이상","여성","4681"
"201909","일요일","알수없음","알수없음","64080"
"201909","토요일","19세 이하","남성","2166"
"201909","토요일","19세 이하","여성","1871"
"201909","토요일","20대","남성","45649"
"201909","토요일","20대","여성","43384"
"201909","토요일","30대","남성","69619"
"201909","토요일","30대","여성","52779"
"201909","토요일","40대","남성","81504"
"201909","토요일","40대","여성","56986"
"201909","토요일","50대","남성","64665"
"201909","토요일","50대","여성","41076"
"201909","토요일","60대","남성","26802"
"201909","토요일","60대","여성","16008"
"201909","토요일","70대 이상","남성","8553"
"201909","토요일","70대 이상","여성","4408"
"201909","토요일","알수없음","알수없음","65816"
"201909","화요일","19세 이하","남성","3100"
"201909","화요일","19세 이하","여성","2770"
"201909","화요일","20대","남성","50375"
"201909","화요일","20대","여성","45537"
"201909","화요일","30대","남성","68105"
"201909","화요일","30대","여성","51689"
"201909","화요일","40대","남성","78348"
"201909","화요일","40대","여성","53981"
"201909","화요일","50대","남성","62319"
"201909","화요일","50대","여성","42135"
"201909","화요일","60대","남성","28307"
"201909","화요일","60대","여성","18294"
"201909","화요일","70대 이상","남성","9917"
"201909","화요일","70대 이상","여성","5427"
"201909","화요일","알수없음","알수없음","88122"
"201910","공휴일","19세 이하","남성","1666"
"201910","공휴일","19세 이하","여성","1547"
"201910","공휴일","20대","남성","23989"
"201910","공휴일","20대","여성","22130"
"201910","공휴일","30대","남성","38041"
"201910","공휴일","30대","여성","30176"
"201910","공휴일","40대","남성","44171"
"201910","공휴일","40대","여성","32320"
"201910","공휴일","50대","남성","33701"
"201910","공휴일","50대","여성","22252"
"201910","공휴일","60대","남성","14207"
"201910","공휴일","60대","여성","9003"
"201910","공휴일","70대 이상","남성","4587"
"201910","공휴일","70대 이상","여성","2494"
"201910","공휴일","알수없음","알수없음","36055"
"201910","금요일","19세 이하","남성","4260"
"201910","금요일","19세 이하","여성","4042"
"201910","금요일","20대","남성","50774"
"201910","금요일","20대","여성","45028"
"201910","금요일","30대","남성","76159"
"201910","금요일","30대","여성","57102"
"201910","금요일","40대","남성","90961"
"201910","금요일","40대","여성","62760"
"201910","금요일","50대","남성","71292"
"201910","금요일","50대","여성","45835"
"201910","금요일","60대","남성","30614"
"201910","금요일","60대","여성","18331"
"201910","금요일","70대 이상","남성","9728"
"201910","금요일","70대 이상","여성","5360"
"201910","금요일","알수없음","알수없음","97009"
"201910","목요일","19세 이하","남성","4213"
"201910","목요일","19세 이하","여성","3807"
"201910","목요일","20대","남성","36811"
"201910","목요일","20대","여성","32899"
"201910","목요일","30대","남성","51916"
"201910","목요일","30대","여성","39111"
"201910","목요일","40대","남성","61002"
"201910","목요일","40대","여성","43053"
"201910","목요일","50대","남성","48798"
"201910","목요일","50대","여성","32590"
"201910","목요일","60대","남성","21646"
"201910","목요일","60대","여성","13841"
"201910","목요일","70대 이상","남성","7094"
"201910","목요일","70대 이상","여성","3989"
"201910","목요일","알수없음","알수없음","71626"
"201910","수요일","19세 이하","남성","5078"
"201910","수요일","19세 이하","여성","4342"
"201910","수요일","20대","남성","42039"
"201910","수요일","20대","여성","36670"
"201910","수요일","30대","남성","58983"
"201910","수요일","30대","여성","44382"
"201910","수요일","40대","남성","71412"
"201910","수요일","40대","여성","49836"
"201910","수요일","50대","남성","58529"
"201910","수요일","50대","여성","39504"
"201910","수요일","60대","남성","26222"
"201910","수요일","60대","여성","17070"
"201910","수요일","70대 이상","남성","8757"
"201910","수요일","70대 이상","여성","4877"
"201910","수요일","알수없음","알수없음","83715"
"201910","월요일","19세 이하","남성","4010"
"201910","월요일","19세 이하","여성","3553"
"201910","월요일","20대","남성","59429"
"201910","월요일","20대","여성","54261"
"201910","월요일","30대","남성","85777"
"201910","월요일","30대","여성","66084"
"201910","월요일","40대","남성","97927"
"201910","월요일","40대","여성","69257"
"201910","월요일","50대","남성","78476"
"201910","월요일","50대","여성","53624"
"201910","월요일","60대","남성","35661"
"201910","월요일","60대","여성","23268"
"201910","월요일","70대 이상","남성","11992"
"201910","월요일","70대 이상","여성","6690"
"201910","월요일","알수없음","남성","1"
"201910","월요일","알수없음","알수없음","113034"
"201910","일요일","19세 이하","남성","3015"
"201910","일요일","19세 이하","여성","2531"
"201910","일요일","20대","남성","51539"
"201910","일요일","20대","여성","47233"
"201910","일요일","30대","남성","79868"
"201910","일요일","30대","여성","60386"
"201910","일요일","40대","남성","92147"
"201910","일요일","40대","여성","65145"
"201910","일요일","50대","남성","74100"
"201910","일요일","50대","여성","48164"
"201910","일요일","60대","남성","30165"
"201910","일요일","60대","여성","18156"
"201910","일요일","70대 이상","남성","8722"
"201910","일요일","70대 이상","여성","4670"
"201910","일요일","알수없음","알수없음","66897"
"201910","토요일","19세 이하","남성","3294"
"201910","토요일","19세 이하","여성","2836"
"201910","토요일","20대","남성","52673"
"201910","토요일","20대","여성","48630"
"201910","토요일","30대","남성","83320"
"201910","토요일","30대","여성","63907"
"201910","토요일","40대","남성","98219"
"201910","토요일","40대","여성","70594"
"201910","토요일","50대","남성","76750"
"201910","토요일","50대","여성","49694"
"201910","토요일","60대","남성","30820"
"201910","토요일","60대","여성","18591"
"201910","토요일","70대 이상","남성","9194"
"201910","토요일","70대 이상","여성","5152"
"201910","토요일","알수없음","알수없음","80380"
"201910","화요일","19세 이하","남성","5173"
"201910","화요일","19세 이하","여성","4645"
"201910","화요일","20대","남성","58266"
"201910","화요일","20대","여성","52049"
"201910","화요일","30대","남성","82221"
"201910","화요일","30대","여성","62615"
"201910","화요일","40대","남성","97036"
"201910","화요일","40대","여성","67540"
"201910","화요일","50대","남성","77726"
"201910","화요일","50대","여성","52366"
"201910","화요일","60대","남성","34901"
"201910","화요일","60대","여성","22190"
"201910","화요일","70대 이상","남성","11538"
"201910","화요일","70대 이상","여성","6353"
"201910","화요일","알수없음","남성","1"
"201910","화요일","알수없음","알수없음","111395"
"201911","금요일","19세 이하","남성","3984"
"201911","금요일","19세 이하","여성","3491"
"201911","금요일","20대","남성","55838"
"201911","금요일","20대","여성","50161"
"201911","금요일","30대","남성","80584"
"201911","금요일","30대","여성","59585"
"201911","금요일","40대","남성","99645"
"201911","금요일","40대","여성","68609"
"201911","금요일","50대","남성","82602"
"201911","금요일","50대","여성","53091"
"201911","금요일","60대","남성","35626"
"201911","금요일","60대","여성","20939"
"201911","금요일","70대 이상","남성","11764"
"201911","금요일","70대 이상","여성","6169"
"201911","금요일","알수없음","알수없음","116331"
"201911","목요일","19세 이하","남성","4332"
"201911","목요일","19세 이하","여성","3795"
"201911","목요일","20대","남성","57062"
"201911","목요일","20대","여성","50641"
"201911","목요일","30대","남성","78749"
"201911","목요일","30대","여성","57490"
"201911","목요일","40대","남성","96565"
"201911","목요일","40대","여성","66863"
"201911","목요일","50대","남성","79376"
"201911","목요일","50대","여성","52367"
"201911","목요일","60대","남성","35875"
"201911","목요일","60대","여성","22117"
"201911","목요일","70대 이상","남성","11913"
"201911","목요일","70대 이상","여성","6604"
"201911","목요일","알수없음","알수없음","115384"
"201911","수요일","19세 이하","남성","3594"
"201911","수요일","19세 이하","여성","3276"
"201911","수요일","20대","남성","49219"
"201911","수요일","20대","여성","43183"
"201911","수요일","30대","남성","65114"
"201911","수요일","30대","여성","47643"
"201911","수요일","40대","남성","80067"
"201911","수요일","40대","여성","55504"
"201911","수요일","50대","남성","65844"
"201911","수요일","50대","여성","44109"
"201911","수요일","60대","남성","29703"
"201911","수요일","60대","여성","18466"
"201911","수요일","70대 이상","남성","9774"
"201911","수요일","70대 이상","여성","5465"
"201911","수요일","알수없음","알수없음","92876"
"201911","월요일","19세 이하","남성","2811"
"201911","월요일","19세 이하","여성","2506"
"201911","월요일","20대","남성","46676"
"201911","월요일","20대","여성","42240"
"201911","월요일","30대","남성","64142"
"201911","월요일","30대","여성","47846"
"201911","월요일","40대","남성","75444"
"201911","월요일","40대","여성","53293"
"201911","월요일","50대","남성","63058"
"201911","월요일","50대","여성","42298"
"201911","월요일","60대","남성","28497"
"201911","월요일","60대","여성","17270"
"201911","월요일","70대 이상","남성","9714"
"201911","월요일","70대 이상","여성","5095"
"201911","월요일","알수없음","알수없음","86581"
"201911","일요일","19세 이하","남성","2631"
"201911","일요일","19세 이하","여성","2503"
"201911","일요일","20대","남성","47843"
"201911","일요일","20대","여성","43310"
"201911","일요일","30대","남성","69788"
"201911","일요일","30대","여성","52786"
"201911","일요일","40대","남성","85211"
"201911","일요일","40대","여성","59623"
"201911","일요일","50대","남성","70625"
"201911","일요일","50대","여성","44519"
"201911","일요일","60대","남성","28685"
"201911","일요일","60대","여성","16233"
"201911","일요일","70대 이상","남성","8116"
"201911","일요일","70대 이상","여성","4340"
"201911","일요일","알수없음","알수없음","63199"
"201911","토요일","19세 이하","남성","2892"
"201911","토요일","19세 이하","여성","2557"
"201911","토요일","20대","남성","49150"
"201911","토요일","20대","여성","45517"
"201911","토요일","30대","남성","74079"
"201911","토요일","30대","여성","57185"
"201911","토요일","40대","남성","91101"
"201911","토요일","40대","여성","65388"
"201911","토요일","50대","남성","74403"
"201911","토요일","50대","여성","46777"
"201911","토요일","60대","남성","29323"
"201911","토요일","60대","여성","17003"
"201911","토요일","70대 이상","남성","8892"
"201911","토요일","70대 이상","여성","4763"
"201911","토요일","알수없음","남성","2"
"201911","토요일","알수없음","알수없음","77391"
"201911","화요일","19세 이하","남성","2897"
"201911","화요일","19세 이하","여성","2801"
"201911","화요일","20대","남성","46996"
"201911","화요일","20대","여성","42245"
"201911","화요일","30대","남성","62824"
"201911","화요일","30대","여성","46877"
"201911","화요일","40대","남성","76181"
"201911","화요일","40대","여성","52826"
"201911","화요일","50대","남성","62575"
"201911","화요일","50대","여성","42947"
"201911","화요일","60대","남성","28688"
"201911","화요일","60대","여성","18155"
"201911","화요일","70대 이상","남성","9399"
"201911","화요일","70대 이상","여성","5490"
"201911","화요일","알수없음","알수없음","88904"
"201912","공휴일","19세 이하","남성","763"
"201912","공휴일","19세 이하","여성","688"
"201912","공휴일","20대","남성","15216"
"201912","공휴일","20대","여성","14125"
"201912","공휴일","30대","남성","17908"
"201912","공휴일","30대","여성","13026"
"201912","공휴일","40대","남성","20762"
"201912","공휴일","40대","여성","14342"
"201912","공휴일","50대","남성","16647"
"201912","공휴일","50대","여성","10231"
"201912","공휴일","60대","남성","6444"
"201912","공휴일","60대","여성","3886"
"201912","공휴일","70대 이상","남성","2003"
"201912","공휴일","70대 이상","여성","1038"
"201912","공휴일","알수없음","알수없음","14933"
"201912","금요일","19세 이하","남성","3101"
"201912","금요일","19세 이하","여성","2949"
"201912","금요일","20대","남성","49507"
"201912","금요일","20대","여성","43937"
"201912","금요일","30대","남성","67449"
"201912","금요일","30대","여성","48924"
"201912","금요일","40대","남성","82397"
"201912","금요일","40대","여성","57338"
"201912","금요일","50대","남성","68601"
"201912","금요일","50대","여성","42644"
"201912","금요일","60대","남성","28643"
"201912","금요일","60대","여성","16565"
"201912","금요일","70대 이상","남성","9411"
"201912","금요일","70대 이상","여성","4982"
"201912","금요일","알수없음","남성","1"
"201912","금요일","알수없음","알수없음","93043"
"201912","목요일","19세 이하","남성","3057"
"201912","목요일","19세 이하","여성","2865"
"201912","목요일","20대","남성","48349"
"201912","목요일","20대","여성","43748"
"201912","목요일","30대","남성","60790"
"201912","목요일","30대","여성","43979"
"201912","목요일","40대","남성","74189"
"201912","목요일","40대","여성","51844"
"201912","목요일","50대","남성","62009"
"201912","목요일","50대","여성","40046"
"201912","목요일","60대","남성","26712"
"201912","목요일","60대","여성","16048"
"201912","목요일","70대 이상","남성","8759"
"201912","목요일","70대 이상","여성","4827"
"201912","목요일","알수없음","남성","1"
"201912","목요일","알수없음","알수없음","87659"
"201912","수요일","19세 이하","남성","2428"
"201912","수요일","19세 이하","여성","2244"
"201912","수요일","20대","남성","34670"
"201912","수요일","20대","여성","30219"
"201912","수요일","30대","남성","43683"
"201912","수요일","30대","여성","31709"
"201912","수요일","40대","남성","54834"
"201912","수요일","40대","여성","38258"
"201912","수요일","50대","남성","45692"
"201912","수요일","50대","여성","30340"
"201912","수요일","60대","남성","20373"
"201912","수요일","60대","여성","12568"
"201912","수요일","70대 이상","남성","6846"
"201912","수요일","70대 이상","여성","3680"
"201912","수요일","알수없음","알수없음","66144"
"201912","월요일","19세 이하","남성","3308"
"201912","월요일","19세 이하","여성","3144"
"201912","월요일","20대","남성","55280"
"201912","월요일","20대","여성","51237"
"201912","월요일","30대","남성","73095"
"201912","월요일","30대","여성","55088"
"201912","월요일","40대","남성","88842"
"201912","월요일","40대","여성","63065"
"201912","월요일","50대","남성","74141"
"201912","월요일","50대","여성","48872"
"201912","월요일","60대","남성","32543"
"201912","월요일","60대","여성","20231"
"201912","월요일","70대 이상","남성","11833"
"201912","월요일","70대 이상","여성","6292"
"201912","월요일","알수없음","알수없음","103762"
"201912","일요일","19세 이하","남성","3021"
"201912","일요일","19세 이하","여성","2635"
"201912","일요일","20대","남성","57394"
"201912","일요일","20대","여성","51326"
"201912","일요일","30대","남성","80355"
"201912","일요일","30대","여성","58499"
"201912","일요일","40대","남성","97831"
"201912","일요일","40대","여성","67256"
"201912","일요일","50대","남성","81394"
"201912","일요일","50대","여성","49901"
"201912","일요일","60대","남성","31598"
"201912","일요일","60대","여성","18052"
"201912","일요일","70대 이상","남성","9253"
"201912","일요일","70대 이상","여성","4976"
"201912","일요일","알수없음","남성","1"
"201912","일요일","알수없음","알수없음","71433"
"201912","토요일","19세 이하","남성","3534"
"201912","토요일","19세 이하","여성","3009"
"201912","토요일","20대","남성","59762"
"201912","토요일","20대","여성","55202"
"201912","토요일","30대","남성","86823"
"201912","토요일","30대","여성","65201"
"201912","토요일","40대","남성","106261"
"201912","토요일","40대","여성","75542"
"201912","토요일","50대","남성","87389"
"201912","토요일","50대","여성","53666"
"201912","토요일","60대","남성","33970"
"201912","토요일","60대","여성","19929"
"201912","토요일","70대 이상","남성","10632"
"201912","토요일","70대 이상","여성","6162"
"201912","토요일","알수없음","알수없음","89551"
"201912","화요일","19세 이하","남성","3046"
"201912","화요일","19세 이하","여성","2725"
"201912","화요일","20대","남성","48710"
"201912","화요일","20대","여성","44130"
"201912","화요일","30대","남성","60428"
"201912","화요일","30대","여성","44576"
"201912","화요일","40대","남성","73891"
"201912","화요일","40대","여성","52338"
"201912","화요일","50대","남성","61444"
"201912","화요일","50대","여성","40082"
"201912","화요일","60대","남성","26465"
"201912","화요일","60대","여성","16357"
"201912","화요일","70대 이상","남성","9082"
"201912","화요일","70대 이상","여성","5018"
"201912","화요일","알수없음","남성","1"
"201912","화요일","알수없음","알수없음","85887"
"202001","공휴일","19세 이하","남성","1556"
"202001","공휴일","19세 이하","여성","1199"
"202001","공휴일","20대","남성","47294"
"202001","공휴일","20대","여성","39707"
"202001","공휴일","30대","남성","72267"
"202001","공휴일","30대","여성","51098"
"202001","공휴일","40대","남성","89365"
"202001","공휴일","40대","여성","58793"
"202001","공휴일","50대","남성","77928"
"202001","공휴일","50대","여성","47810"
"202001","공휴일","60대","남성","31604"
"202001","공휴일","60대","여성","19367"
"202001","공휴일","70대 이상","남성","8408"
"202001","공휴일","70대 이상","여성","4909"
"202001","공휴일","알수없음","알수없음","65664"
"202001","금요일","19세 이하","남성","2004"
"202001","금요일","19세 이하","여성","1688"
"202001","금요일","20대","남성","44458"
"202001","금요일","20대","여성","40565"
"202001","금요일","30대","남성","59545"
"202001","금요일","30대","여성","45558"
"202001","금요일","40대","남성","76955"
"202001","금요일","40대","여성","56083"
"202001","금요일","50대","남성","68284"
"202001","금요일","50대","여성","43698"
"202001","금요일","60대","남성","29280"
"202001","금요일","60대","여성","17488"
"202001","금요일","70대 이상","남성","9060"
"202001","금요일","70대 이상","여성","5176"
"202001","금요일","알수없음","알수없음","87589"
"202001","목요일","19세 이하","남성","2559"
"202001","목요일","19세 이하","여성","2174"
"202001","목요일","20대","남성","55972"
"202001","목요일","20대","여성","50407"
"202001","목요일","30대","남성","70429"
"202001","목요일","30대","여성","54251"
"202001","목요일","40대","남성","94042"
"202001","목요일","40대","여성","68721"
"202001","목요일","50대","남성","84938"
"202001","목요일","50대","여성","56296"
"202001","목요일","60대","남성","38316"
"202001","목요일","60대","여성","25259"
"202001","목요일","70대 이상","남성","12434"
"202001","목요일","70대 이상","여성","7747"
"202001","목요일","알수없음","알수없음","106294"
"202001","수요일","19세 이하","남성","2153"
"202001","수요일","19세 이하","여성","1786"
"202001","수요일","20대","남성","45200"
"202001","수요일","20대","여성","41176"
"202001","수요일","30대","남성","52394"
"202001","수요일","30대","여성","39536"
"202001","수요일","40대","남성","70937"
"202001","수요일","40대","여성","51742"
"202001","수요일","50대","남성","63580"
"202001","수요일","50대","여성","42611"
"202001","수요일","60대","남성","28750"
"202001","수요일","60대","여성","18355"
"202001","수요일","70대 이상","남성","9309"
"202001","수요일","70대 이상","여성","5399"
"202001","수요일","알수없음","알수없음","82489"
"202001","월요일","19세 이하","남성","1590"
"202001","월요일","19세 이하","여성","1293"
"202001","월요일","20대","남성","33974"
"202001","월요일","20대","여성","31216"
